2024-06-22 23:09:59,64298.39,0.21789974
2024-06-22 23:11:18,64298.39,0.21789974
2024-06-22 23:12:37,64295.33,0.21789974
2024-06-22 23:13:56,64296.09,0.9804016
2024-06-22 23:15:16,64292.93,0.9804016
2024-06-22 23:16:37,64297.43,0.9804016
2024-06-22 23:17:58,64298.9,0.9804016
2024-06-22 23:19:20,64303.57,0.9804016
2024-06-22 23:23:01,64299.5,0.9804016
2024-06-22 23:24:20,64296.14,0.21789974
2024-06-22 23:25:37,64295.98,0.21789974
2024-06-22 23:26:55,64297.1,0.21789974
2024-06-22 23:28:10,64297.98,0.21789974
2024-06-22 23:29:25,64287.7,0.21789974
2024-06-22 23:30:43,64286.48,0.21789974
2024-06-22 23:31:58,64282.59,0.21789974
2024-06-22 23:33:15,64276,0.21789974
2024-06-22 23:34:33,64280.55,0.21789974
2024-06-22 23:35:49,64275,0.21789974
2024-06-22 23:37:36,64261.57,0.21789974
2024-06-22 23:38:50,64254.62,0.21789974
2024-06-22 23:40:05,64247.49,0.21789974
2024-06-22 23:41:22,64238.22,0.21789974
2024-06-22 23:42:42,64236.87,0.9990458
2024-06-22 23:43:57,64233.4,0.9990458
2024-06-22 23:45:12,64230.93,0.9990458
2024-06-22 23:46:31,64225.88,0.9818586
2024-06-22 23:47:50,64238.22,0.9818586
2024-06-22 23:49:02,64233.35,0.001115663
2024-06-22 23:50:19,64235.25,0.9990458
2024-06-22 23:51:33,64235.99,0.9990458
2024-06-22 23:52:46,64234.36,0.9990458
2024-06-22 23:53:58,64250.02,0.9990458
2024-06-22 23:55:14,64260.83,0.9818586
2024-06-22 23:56:27,64256.58,0.9818586
2024-06-22 23:57:44,64256,0.9818586
2024-06-22 23:59:06,64241.84,0.9818586
2024-06-23 00:00:22,64250,0.001115663
2024-06-23 00:01:36,64255.61,0.9818586
2024-06-23 00:02:49,64251.07,0.9818586
2024-06-23 00:04:05,64249.39,0.9818586
2024-06-23 00:05:25,64258.63,0.9818586
2024-06-23 00:06:45,64272.57,0.9818586
2024-06-23 00:08:04,64308.83,0.9818586
2024-06-23 00:09:20,64310.45,0.9818586
2024-06-23 00:10:34,64308.51,0.9990458
2024-06-23 00:11:54,64317.92,0.9990458
2024-06-23 00:13:15,64316.9,0.9818586
2024-06-23 00:14:38,64326.53,0.9818586
2024-06-23 00:15:52,64330.56,0.9818586
2024-06-23 00:17:04,64356.42,0.9818586
2024-06-23 00:18:17,64359.1,0.9818586
2024-06-23 00:19:30,64322.47,0.9818586
2024-06-23 00:20:43,64327.93,0.9818586
2024-06-23 00:21:56,64322,0.9968437
2024-06-23 00:23:09,64318.01,0.9968437
2024-06-23 00:24:23,64324,0.9968437
2024-06-23 00:25:35,64316.19,0.005841143
2024-06-23 00:26:50,64321.06,0.005841143
2024-06-23 00:28:04,64319.86,0.94065565
